State Name,pH,Conductivity,BOD (mg/L),Nitrate N (mg/L),Faecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Total Dissolved Solids (mg/L),Fluoride (mg/L)
RJ,7.1,842.7,#DIV/0!,1.68,5.5,12.5,889.5,0.75
RJ,7.9,1552.633333,#DIV/0!,4.46,3,4,1579.5,0.75
RJ,7.3,794.4333333,#DIV/0!,2.87,3,7.5,802,0.65
RJ,7.7,1902.566667,#DIV/0!,3.82,5.5,10,2060,0.5
RJ,7.4,676.8,#DIV/0!,1.26,8,18.5,733,0.45
RJ,8.2,696.0666667,#DIV/0!,2.08,5,7.5,745,0.7
RJ,8,794.6666667,#DIV/0!,4.9,5.5,14.5,817.5,0.9
RJ,7.1,1173.033333,#DIV/0!,2.65,4,8,1216.5,0.7
RJ,7.8,865.6,#DIV/0!,1.75,8.5,12,882.5,0.45
RJ,8.1,1149.366667,#DIV/0!,2.5,5.5,10,1192,1
RJ,8.4,266.1333333,#DIV/0!,1.17,14,20.5,282,0.9
RJ,7.3,1185.766667,#DIV/0!,1.8,2.5,3.5,1233.5,0.9
RJ,8.3,488.7666667,#DIV/0!,0.93,8,20,500.5,0.5
RJ,8,999.3333333,#DIV/0!,1.88,3.5,3.5,1028,0.65
RJ,7.2,819.0666667,#DIV/0!,2.15,7,14,882,0.8
RJ,7.1,1184.7,#DIV/0!,2.52,5,9,1213.5,0.75
RJ,8.1,3959.366667,#DIV/0!,5.04,7,11,4087,1.25
RJ,7,857.6666667,#DIV/0!,1.43,3.5,9,876.5,0.75
RJ,8.2,7336.066667,#DIV/0!,4.34,69.5,120,8141,0.5
RJ,7.8,1702.6,#DIV/0!,2.4,6.5,14,1775.5,0.95
RJ,8.3,420.7666667,#DIV/0!,1.31,3.5,8,427.5,0.65
RJ,7.6,1659.2,#DIV/0!,3.2,14,20.5,1703,0.75
RJ,8.5,742.8333333,#DIV/0!,3.46,3.5,6.5,843,0.8
RJ,7.7,838.5666667,#DIV/0!,2.11,2.5,3.5,867,0.85
RJ,8.3,909.4333333,#DIV/0!,1.8,9,20,1022,0.4
RJ,7.4,2272.466667,#DIV/0!,2.94,11.5,21,2294,0.6
RJ,7.1,2789.033333,#DIV/0!,1.79,14,24.5,2821,0.85
RJ,7.4,2305.8,#DIV/0!,1.28,20,24.5,2413,0.7
RJ,8,1296,#DIV/0!,3.64,39,69.5,1334,0.5
RJ,7.9,1057.966667,#DIV/0!,3.94,2,4,1095,0.55
RJ,8.2,974.4,#DIV/0!,4.02,6.5,11.5,978.5,0.45
RJ,7.2,1795.733333,#DIV/0!,2.36,150,210,1680,0.4
RJ,8.6,3052.866667,#DIV/0!,2.74,9,17,3152,1.15
RJ,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
RJ,7.8,5139.266667,#DIV/0!,3.995,6.5,14,5398,1.1
RJ,7.5,3452.5,#DIV/0!,2.82,4,10,3456,0.45
RJ,8.5,2639.5,#DIV/0!,2.36,5.5,14.5,2706,1.15
RJ,8.4,4402.8,#DIV/0!,4.155,49,92,4441,0.9
RJ,8.5,338.5,#DIV/0!,1.6,5.5,10,347,0.6
RJ,8.3,6119.433333,#DIV/0!,3.68,4.5,11.5,6314,1.15
RJ,8,2956,#DIV/0!,3.03,5.5,11,2934,1.15
RJ,8.5,3436.166667,#DIV/0!,6.46,240,460,3559,1.1
RJ,7.7,3269.233333,#DIV/0!,2.2,4,9,3788,0.9
RJ,8.2,16002.73333,#DIV/0!,3.78,14,24,17795,1.1
RJ,8.1,762.7,#DIV/0!,3.64,9,14,829,0.85
RJ,7.7,1489.233333,#DIV/0!,1.7,14.5,25.5,1562.5,1
RJ,7.6,1575.866667,#DIV/0!,2.18,9,24.5,1628,0.6
RJ,8.1,1586.033333,#DIV/0!,3.1,5.5,7.5,1651,1
RJ,7.6,5935.866667,#DIV/0!,3.9,6.5,14,6139,1
RJ,7.8,1432.6,#DIV/0!,3.75,6,9,1483.5,0.9
RJ,8.1,1043.7,#DIV/0!,1.56,112.5,625,1094.5,0.65
RJ,7.9,694.6333333,#DIV/0!,3.54,57,107,730.5,0.4
RJ,7.8,3602.6,#DIV/0!,4.4,11.5,22,3938,1.05
RJ,7.4,847.1333333,#DIV/0!,1.02,7,17.5,878,0.6
RJ,7.8,6669.266667,#DIV/0!,5.75,2.5,3.5,7466,0.5
RJ,8.2,13636.06667,#DIV/0!,4.68,6,11.5,14646,1.25
RJ,8.4,2436.133333,#DIV/0!,3.82,10.5,20.5,2677,1.05
RJ,7.7,9212.566667,#DIV/0!,4.15,5.5,9,9647,0.9
RJ,8.4,348.8,#DIV/0!,1.97,17.5,28,359,0.9
RJ,8.3,8509.433333,#DIV/0!,4.69,57,112.5,8733,1.1
RJ,7.8,4735.933333,#DIV/0!,3.095,4,10,5266,0.5
RJ,8.1,14036.03333,#DIV/0!,4.03,7,12.5,15106.5,1.15
RJ,7.9,2322.633333,#DIV/0!,5.1,8.5,12,2557,0.95
RJ,8.2,544.7333333,#DIV/0!,1.81,9,14.5,556.5,0.7
RJ,8.3,516.1,#DIV/0!,3.51,5,8.5,534.5,0.6
RJ,8.2,4509.4,#DIV/0!,4.52,5.5,13.5,4608,1.15
RJ,7.5,3642.5,#DIV/0!,3.295,2.5,9,3692,1.15
RJ,7.7,7219.233333,#DIV/0!,3.37,5.5,12,7527,1
RJ,7.9,3262.633333,#DIV/0!,2.81,6.5,10.5,3296,1.1
RJ,7.5,8772.5,#DIV/0!,4.94,4,9,9474,1.2
RJ,8.6,3906.2,#DIV/0!,3.595,9,17,4069,1.05
TN,7.5,163.5,1.5,0.3,6.5,24,147,0.2
TN,8,599,2.25,3.35,5,16.5,591,0.2
TN,6.7,1274.9,1,0.3,2,8,1212,0.9
TN,7.3,2779.1,1,0.305,2,5,2712,0.55
TN,7.5,509.5,1.75,0.355,2,26.5,484,0.35
TN,7.2,520.7333333,1.8,0.315,116,353,494,0.5
TN,8.4,216.1333333,1,0.3,2,5,198,0.2
TN,7.3,533.1,2.3,0.41,2,2,502,0.2
TN,6.7,134.9,2,0.3,21,63,144,0.8
TN,7,1209.333333,1,0.3,26.5,33.5,1170,0.2
TN,7.5,513.1666667,2.3,1.74,2,2,466,0.2
TN,6.9,1245.3,1,0.3,18.5,44,1504,0.2
TN,7.2,511.4,1,0.3,3,8,494,0.2
TN,7.4,1125.133333,2,0.3,2,4,1028,0.2
TN,8.1,171.7,1.5,0.3,2,3,155,0.2
TN,7.3,1044.766667,1.5,0.3,11.5,27.5,1022,0.55
TN,6.8,254.2666667,1,0.3,33,110,252,0.5
TN,7.8,636.9333333,2.5,0.6,22.5,92.5,615,0.2
TG,7.4,4695.8,#DIV/0!,22.8,2,2,4435,1.5
TG,7.4,2329.133333,#DIV/0!,22.5,#DIV/0!,#DIV/0!,2044,0.4
TG,7.9,805.9666667,#DIV/0!,13.15,2,109,742,0.95
TG,7.4,1514.133333,#DIV/0!,20.5,#DIV/0!,#DIV/0!,1274.5,0.4
TG,8.3,741.1,#DIV/0!,1.35,2,2,669.5,0.9
TG,6.9,807.6333333,#DIV/0!,14.5,#DIV/0!,#DIV/0!,706.5,0.4
TG,7.5,1012.166667,#DIV/0!,10,#DIV/0!,#DIV/0!,880.5,0.45
TG,8,944,#DIV/0!,2.45,2,2,906,0.6
TG,7.2,2346.733333,#DIV/0!,25.5,#DIV/0!,#DIV/0!,2009.5,0.45
TG,7.5,1036.5,#DIV/0!,13.5,#DIV/0!,#DIV/0!,832,0.25
TG,7.5,1348.5,#DIV/0!,18,#DIV/0!,#DIV/0!,1182.5,0.35
TG,7.4,1702.466667,#DIV/0!,22.5,#DIV/0!,#DIV/0!,1425,0.25
TG,8.7,740.2333333,#DIV/0!,6.2,2,2,667,0.7
TG,7.5,2306.833333,#DIV/0!,25,#DIV/0!,#DIV/0!,1952.5,0.25
TG,7.2,1137.4,#DIV/0!,12.5,#DIV/0!,#DIV/0!,1002.5,0.3
TG,6.6,735.8666667,#DIV/0!,17.5,#DIV/0!,#DIV/0!,694,0.5
TG,7.4,1123.8,#DIV/0!,13.5,#DIV/0!,#DIV/0!,942.5,0.3
TG,7.4,714.8,#DIV/0!,9,#DIV/0!,#DIV/0!,607,0.25
TG,7.4,1219.8,#DIV/0!,11.5,#DIV/0!,#DIV/0!,1072,0.35
TG,6.8,968.2666667,#DIV/0!,9.5,#DIV/0!,#DIV/0!,810.5,0.45
TG,6.8,800.9333333,#DIV/0!,7,#DIV/0!,#DIV/0!,684.5,0.45
TG,7.8,1807.933333,#DIV/0!,10.8,2,2,1706,0.8
TG,8.4,1150.466667,#DIV/0!,19.7,2,2,999,0.85
TG,7.3,1575.766667,#DIV/0!,12,#DIV/0!,#DIV/0!,1381,0.25
TG,7.4,1000.8,#DIV/0!,8.5,#DIV/0!,#DIV/0!,853,0.3
TG,7,702.3333333,#DIV/0!,6.5,#DIV/0!,#DIV/0!,596,0.3
TG,7.5,1248.833333,#DIV/0!,19.5,#DIV/0!,#DIV/0!,1060,0.55
TG,8,1056,#DIV/0!,22.15,2,63,938.5,0.95
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TG,7.9,1416.3,#DIV/0!,15,2,30.5,1265,0.95
TG,7.5,1808.833333,#DIV/0!,9.75,2,55.5,1663,1.2
TG,8.4,698.4666667,#DIV/0!,14.65,2,40.5,590.5,1.1
TG,8.7,559.5666667,#DIV/0!,5.6,2,41.5,504,0.9
TG,7.8,1495.6,#DIV/0!,13.45,2,46.5,1210.5,0.85
TG,7,1326.333333,#DIV/0!,18.5,#DIV/0!,#DIV/0!,1161.5,0.35
TG,6.8,1394.933333,#DIV/0!,19.5,#DIV/0!,#DIV/0!,1244,0.45
TG,6.6,2480.533333,#DIV/0!,25,#DIV/0!,#DIV/0!,2109,0.4
TG,7.2,600.0666667,#DIV/0!,11,#DIV/0!,#DIV/0!,543,0.5
TG,7.8,985.2666667,#DIV/0!,12.1,2,33,823.5,0.7
TG,8.2,1459.066667,#DIV/0!,29.9,2,42,1386.5,1.25
TG,8.3,1205.1,#DIV/0!,1,2,5,1001,1.1
TG,8.3,344.4333333,#DIV/0!,0.3,2,2,289,0.7
TG,7.5,807.5,#DIV/0!,5.5,#DIV/0!,#DIV/0!,671,0.3
TG,8,618.6666667,#DIV/0!,13.7,2,33.5,591,0.6
TR,6,78.33333333,1,0.3,2,2,63,0.2
TR,5.8,75.93333333,1,0.3,2,2,63,0.2
TR,6.6,76.53333333,1,0.3,2,2,66,0.2
TR,6.1,350.0333333,1,0.3,2,2,61,0.2
TR,5.9,79.3,1,0.3,2,2,63,0.2
TR,5.7,73.23333333,1,0.3,2,2,58,0.2
TR,5.5,76.5,1,0.3,2,2,61,0.2
TR,5.6,65.53333333,1,0.3,2,2,54,0.2
TR,6.2,69.73333333,1,0.3,2,2,56,0.2
TR,5.6,62.2,1,0.3,2,2,48,0.2
TR,6,84.33333333,1,0.3,2,2,65,0.2
TR,5.3,63.43333333,1,0.3,2,2,54,0.2
TR,5.7,76.9,1,0.3,2,2,64,0.2
TR,5.8,64.6,1,0.3,2,2,56,0.2
TR,6.3,64.76666667,1,0.3,2,2,53,0.2
TR,5.5,79.16666667,1,0.3,2,2,65,0.2
TR,6,69.33333333,1,0.3,2,2,57,0.2
TR,6.9,65.96666667,1,0.3,2,2,53,0.2
TR,6.5,63.83333333,1,0.3,2,2,51,0.2
TR,5.3,65.76666667,1,0.3,2,2,52,0.2
TR,5.9,69.96666667,1,0.3,2,2,62,0.2
TR,5.6,65.2,1,0.3,2,2,53,0.2
TR,5.7,66.9,1,0.335,2,2,60,0.2
TR,5.4,75.46666667,1,0.3,2,2,60,0.2
TR,5.7,83.56666667,1,0.3,2,2,70,0.2
TR,5.8,85.26666667,1,0.3,2,2,66,0.2
TR,6.1,69.36666667,1,0.3,2,2,55,0.2
TR,6.2,58.06666667,1,0.3,2,2,48,0.2
TR,6,62.33333333,1,0.3,2,2,55,0.2
TR,5.8,80.93333333,1,0.3,2,2,67,0.2
TR,5.7,74.23333333,1,0.3,2,2,60,0.2
TR,5.9,68.3,1,0.3,2,2,54,0.2
TR,7.2,69.73333333,1,0.3,2,2,57,0.2
TR,6.2,77.73333333,1,0.3,2,2,63,0.2
TR,7,77.33333333,1,0.3,2,2,64,0.2
TR,5.9,75.96666667,1,0.3,2,2,62,0.2
TR,5.5,75.16666667,1,0.3,2,2,65,0.2
TR,5.5,70.5,1,0.3,2,2,61,0.2
TR,5.8,59.26666667,1,0.3,2,2,53,0.2
TR,6.4,75.13333333,1,0.3,2,2,62,0.2
TR,6.9,68.3,1,0.3,2,2,56,0.2
TR,5.3,68.43333333,1,0.3,2,2,55,0.2
TR,6.1,59.7,1,0.3,2,2,46,0.2
TR,5.8,63.93333333,1,0.3,2,2,52,0.2
TR,5.7,63.9,1,0.3,2,2,51,0.2
TR,6.2,75.4,1,0.3,2,2,53,0.2
TR,6.5,63.83333333,1,0.3,2,2,51,0.2
TR,6.7,66.9,1,0.3,2,2,54,0.2
TR,5.6,73.2,1,0.3,2,2,55,0.2
TR,6.4,54.13333333,1,0.3,2,2,46,0.2
TR,5.8,76.6,1,0.335,2,2,62,0.2
TR,5.9,66.3,1,0.3,2,2,56,0.2
TR,5.6,62.86666667,1,0.3,2,2,52,0.2
TR,6.2,76.4,1,0.3,2,2,62,0.2
TR,5.8,77.93333333,1,0.3,2,2,67,0.2
TR,6,71.66666667,1,0.3,2,2,65,0.2
UP,7.2,1303.4,1,1.1,2,2,197.5,0.35
UP,7.3,807.4333333,1,0.875,2,2,257,0.4
UP,7.8,346.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,306.5,#DIV/0!
UP,7.8,368.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,319,#DIV/0!
UP,7.8,328.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,291,#DIV/0!
UP,7.7,327.9,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,267,#DIV/0!
UP,7.5,475.8333333,1,0.305,2,2,357.5,0.2
UP,7.2,762.4,1,0.895,2,2,238.5,0.4
UP,8.4,625.4666667,#DIV/0!,#DIV/0!,2,2,585,1.2
UP,8.1,615.7,#DIV/0!,#DIV/0!,2,2,715,0.7
UP,8,1736,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1306,#DIV/0!
UP,7.4,568.4666667,1,0.3,2,2,537.5,0.2
UP,7.3,465.1,#DIV/0!,#DIV/0!,#DIV/0!,346,345,#DIV/0!
UP,8,520,#DIV/0!,#DIV/0!,2,2,508,0.65
UP,7.5,634.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,568,#DIV/0!
UP,7.5,299.1666667,1,0.3,2,32.5,265,0.25
UP,7.6,310.8666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,348.5,#DIV/0!
UP,7.2,922.4,1,0.3,2,2,836,0.2
UP,7.2,1393.066667,1.1,0.35,2,2,1192,0.2
UP,7.4,497.1333333,1,0.3,2,24,464,0.4
UP,7.4,126.4666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,94,#DIV/0!
UP,7.9,576.6333333,#DIV/0!,#DIV/0!,2,2,582,0.75
UK,7.9,282.6333333,1,2.6,2,2,260,0.2
UK,8.4,429.8,1,1.95,2,2,406,0.3
UK,7.2,215.7333333,6,0.3,#DIV/0!,#DIV/0!,218,0.5
UK,7.7,223.9,2.15,0.6,#DIV/0!,#DIV/0!,222,0.5
UK,7.5,242.5,1.45,0.3,#DIV/0!,#DIV/0!,221.5,0.5
UK,7.4,243.8,1.85,0.6,#DIV/0!,#DIV/0!,235.5,0.5
UK,7.7,201.9,1.9,0.3,#DIV/0!,#DIV/0!,187.5,0.8
UK,7.6,193.5333333,2.2,0.3,#DIV/0!,#DIV/0!,193.5,0.8
UK,8.3,384.7666667,1,3,2,2,357.5,0.2
UK,7.5,193.1666667,1,0.3,#DIV/0!,#DIV/0!,183,0.2
UK,7.5,221.1666667,2.55,0.3,#DIV/0!,#DIV/0!,182,0.4
UK,7.3,214.4333333,1.9,0.3,#DIV/0!,#DIV/0!,209.5,0.6
UK,6.7,135.2333333,1,0.3,2,2,125.5,0.5
UK,7.3,162.1,1,0.3,2,2,156.5,0.4
UK,7.6,387.8666667,1,1.2,2,2,599,0.2
UK,7.6,358.8666667,1,2.05,2,2,334.5,0.2
UK,7.5,318.1666667,3.05,0.3,2,2,243,0.6
UK,7.2,315.4,3.5,0.3,2,2,240,0.7
UK,8,185.3333333,1.85,0.3,2,2,169.5,0.4
WB,7.5,2804.5,1,0.75,2,5,3312,0.45
WB,8,286.3333333,1,0.4,2,2,243,0.75
WB,8,424,1,0.3,3,3.5,387,0.35
WB,7.6,897.5333333,1,0.3,2,3,780,0.35
WB,7.9,288.6333333,1,0.39,2,2,347,0.4
WB,8.4,1156.466667,1,0.3,8,9.5,917,0.35
WB,7.5,1658.166667,1,0.3,2,2,1470,0.45
WB,7.8,372.2666667,1,0.3,2,2,279,0.55
WB,7.5,1721.5,1,0.3,2,7.5,2002,0.25
WB,7.5,3607.5,1,0.5,2,2,608,0.85
WB,7.1,1039.7,1,0.3,2,2,1181,0.3
WB,7.8,506.6,1,0.505,2,2,494,0.3
WB,7.7,447.9,1,0.3,2,5,313,0.7
WB,7.9,501.3,1,0.3,2,2,446,0.45
WB,7.7,466.2333333,1,0.455,2,2,368,0.7
WB,7.4,846.8,1,0.69,2,2,775,0.8
WB,7.2,119.0666667,1,0.3,2,2,14,0.2
WB,7.7,545.9,1,0.37,2,2,452,0.65
WB,7.8,410.6,1,0.3,2,2,168,0.2
WB,8.1,445.0333333,1,0.3,2,4.5,352,0.85
WB,7.4,624.8,1,0.3,8,10,575,0.5
WB,8,1306,1,0.3,2,2,231,0.45
WB,8.1,437.7,1,0.4,2,2,490,0.45
WB,7.9,834.6333333,1,0.3,2,2,624,0.8
WB,7.6,48.86666667,1,0.355,2,2,39,0.2
WB,7.5,147.1666667,1,0.3,2,2,136,0.4
WB,8.1,225.0333333,1,0.31,2,2,189,0.35
WB,7.5,1637.166667,1,0.85,2,2,1715,0.35
WB,7.4,90.46666667,1,0.3,2,2,61,0.2
WB,7.5,545.8333333,1,0.405,2,2,552,0.35
WB,8.3,351.7666667,1,0.335,2,2,299,0.55
WB,7.8,738.9333333,1,0.345,2,2,687,0.6
WB,7.7,131.9,1,0.3,2,2,92,0.3
WB,7.4,118.8,1,0.3,2,2,85,0.2
WB,7.6,158.8666667,1,0.41,2,2,140,0.2
WB,7.5,508.1666667,1.1,0.805,3,28,439,0.3
WB,9.1,339.7,1,0.3,2,2,351,13.6
WB,7.2,877.0666667,1,0.3,2,22.5,909,0.35
WB,7.9,795.6333333,1,0.3,2,2,724,0.3
WB,8.4,384.1333333,1,0.3,2,2,389,0.4
WB,8,257,1,0.38,2,2,234,0.65
WB,8.2,473.7333333,1,0.345,3,5,483,0.6
WB,7.8,1509.933333,1,0.3,2,2,261,0.25
WB,7.5,909.1666667,1,0.325,2,6.5,805,0.4
WB,7.9,2447.633333,1,0.45,2,2,411,0.8
WB,7.9,713.6333333,1,0.35,2,2,525,0.4
WB,7.5,748.1666667,1,0.3,2,2,594,0.3
WB,7.8,1092.6,1,0.34,2,2,238,0.7
WB,8,642.6666667,1,0.3,2,2,656,0.95
WB,7.2,148.4,1,0.48,2,2,135,0.5
WB,8.1,505.3666667,1,0.3,2,2,419,0.35
WB,7.5,472.1666667,1,0.3,2,2,447,0.25
WB,7.9,338.9666667,1,0.3,2,5.5,486,0.55
WB,7.4,1057.466667,1,0.3,6,18.5,1429,0.3
WB,7.3,1211.1,1,0.3,18,53,1198,0.25
WB,7.6,668.8666667,1,0.55,2,2,478,0.25
WB,8.2,271.7333333,1,0.305,2,2,204,0.6
